"","day","month","year","venue","ext","date","location","city","country","state","region","lat","lon","n","fixedc","standardc","fixedp","fixedfinal","noplace","fixedfinal2"
"736","2","Sep","1985","Zoo Amphitheatre, Oklahoma City, OK, USA","http://www.setlist.fm/setlist/grateful-dead/1985/zoo-amphitheatre-oklahoma-city-ok-4bd607b6.html",1985-09-02,"Zoo Amphitheatre","Oklahoma City","USA","OK","South",35.5235301,-97.4724466,22,0.00503852153981576,4.49070990437218e-48,0.00503852153981576,6.35204410196995,0.00389309764309764,5.73755058958675
"737","31","Aug","1985","Manor Downs, Manor, TX, USA","http://www.setlist.fm/setlist/grateful-dead/1985/manor-downs-manor-tx-43d607b7.html",1985-08-31,"Manor Downs","Manor","USA","TX","South",30.3585823,-97.5768089,19,0.0162844108325126,6.2409899075891e-43,0.0162844108325126,5.35777454623544,0.00754945286195286,5.04012933252186
"738","30","Aug","1985","Southern Star Amphitheater, Houston, TX, USA","http://www.setlist.fm/setlist/grateful-dead/1985/southern-star-amphitheater-houston-tx-5bd607b0.html",1985-08-30,"Southern Star Amphitheater","Houston","USA","TX","South",29.7604267,-95.3698028,16,0.000783013482538936,7.75203146214216e-36,0.000783013482538936,7.92996293509155,0.00181502525253952,6.54115973904736
"739","24","Aug","1985","Boreal Mountain Resort, Truckee, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/boreal-mountain-resort-truckee-ca-53d607b1.html",1985-08-24,"Boreal Mountain Resort","Truckee","USA","CA","West",39.3364539,-120.3498347,18,0.00285970141449003,7.97415867208406e-41,0.00285970141449003,6.83209857805519,0.00662878787878788,5.17708529328128
"740","14","Jul","1985","Ventura County Fairgrounds, Ventura, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/ventura-county-fairgrounds-ventura-ca-4bd607b2.html",1985-07-14,"Ventura County Fairgrounds","Ventura","USA","CA","West",34.2759878,-119.3037615,22,0.0184745789793244,3.55085980324823e-48,0.0184745789793244,5.25082306498987,0.00389309764309764,5.73755058958675
"741","13","Jul","1985","Ventura County Fairgrounds, Ventura, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/ventura-county-fairgrounds-ventura-ca-43d607b3.html",1985-07-13,"Ventura County Fairgrounds","Ventura","USA","CA","West",34.2759878,-119.3037615,20,0.0313318873230435,2.70360482305378e-44,0.0313318873230435,4.80310710134195,0.00660248316498317,5.18127248376867
"742","2","Jul","1985","Civic Arena, Pittsburgh, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/civic-arena-pittsburgh-pa-5bd607bc.html",1985-07-02,"Civic Arena","Pittsburgh","USA","PA","Northeast",40.441493,-79.990629,19,0.0293119394985228,9.97821301805088e-43,0.0293119394985228,4.85958974080611,0.00754945286195286,5.04012933252186
"743","1","Jul","1985","Merriweather Post Pavilion, Columbia, MD, USA","http://www.setlist.fm/setlist/grateful-dead/1985/merriweather-post-pavilion-columbia-md-53d607bd.html",1985-07-01,"Merriweather Post Pavilion","Columbia","USA","MD","South",39.209425,-76.861816,19,0.0195412929990152,2.41817710147042e-45,0.0195412929990152,5.2032459821822,0.00754945286195286,5.04012933252186
"744","30","Jun","1985","Merriweather Post Pavilion, Columbia, MD, USA","http://www.setlist.fm/setlist/grateful-dead/1985/merriweather-post-pavilion-columbia-md-4bd607be.html",1985-06-30,"Merriweather Post Pavilion","Columbia","USA","MD","South",39.209425,-76.861816,21,0.0152517408772801,1.45646470037692e-47,0.0152517408772801,5.4133021445038,0.00589225589225589,5.3011199014969
"745","28","Jun","1985","Hersheypark Stadium, Hershey, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/hersheypark-stadium-hershey-pa-43d607bf.html",1985-06-28,"Hersheypark Stadium","Hershey","USA","PA","Northeast",40.2900469,-76.6588487,19,0.00325688216650253,4.58889011425147e-46,0.00325688216650253,6.72187067350993,0.00754945286195286,5.04012933252186
"746","27","Jun","1985","Saratoga Performing Arts Center, Saratoga Springs, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1985/saratoga-performing-arts-center-saratoga-springs-ny-5bd607b8.html",1985-06-27,"Saratoga Performing Arts Center","Saratoga Springs","USA","NY","Northeast",43.055419,-73.805927,22,0.00671802871975435,2.86042262364493e-50,0.00671802871975435,6.10821611837022,0.00389309764309764,5.73755058958675
"747","25","Jun","1985","Blossom Music Center, Cuyahoga Falls, OH, USA","http://www.setlist.fm/setlist/grateful-dead/1985/blossom-music-center-cuyahoga-falls-oh-53d607b9.html",1985-06-25,"Blossom Music Center","Cuyahoga Falls","USA","OH","Midwest",41.1912965,-81.560692,21,0.00508391362576005,5.87404509926165e-48,0.00508391362576005,6.34444261085571,0.00589225589225589,5.3011199014969
"748","24","Jun","1985","Riverbend Music Center, Cincinnati, OH, USA","http://www.setlist.fm/setlist/grateful-dead/1985/riverbend-music-center-cincinnati-oh-4bd607ba.html",1985-06-24,"Riverbend Music Center","Cincinnati","USA","OH","Midwest",39.0520583,-84.4188258,22,0.00335901435987717,3.89896674029224e-50,0.00335901435987717,6.69570034334604,0.00389309764309764,5.73755058958675
"749","22","Jun","1985","Alpine Valley Music Theatre, East Troy, WI, USA","http://www.setlist.fm/setlist/grateful-dead/1985/alpine-valley-music-theatre-east-troy-wi-43d607bb.html",1985-06-22,"Alpine Valley Music Theatre","East Troy","USA","WI","Midwest",42.7380042,-88.43385,21,0.0508391362576004,6.34064860858973e-48,0.0508391362576004,4.3928622586054,0.00589225589225589,5.3011199014969
"750","21","Jun","1985","Alpine Valley Music Theatre, East Troy, WI, USA","http://www.setlist.fm/setlist/grateful-dead/1985/alpine-valley-music-theatre-east-troy-wi-5bd607c4.html",1985-06-21,"Alpine Valley Music Theatre","East Troy","USA","WI","Midwest",42.7380042,-88.43385,20,0.0569670678600791,1.38625605556288e-45,0.0569670678600791,4.2964040274478,0.00660248316498317,5.18127248376867
"751","16","Jun","1985","Greek Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/greek-theatre-berkeley-ca-53d607c5.html",1985-06-16,"Greek Theatre","Berkeley","USA","CA","West",37.8736178,-122.2544468,21,0.0737167475735206,9.42613047548451e-46,0.0737167475735206,4.07793963596173,0.00589225589225589,5.3011199014969
"752","15","Jun","1985","Greek Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/greek-theatre-berkeley-ca-4bd607c6.html",1985-06-15,"Greek Theatre","Berkeley","USA","CA","West",37.8736178,-122.2544468,21,0.0737167475735206,2.81116465037764e-46,0.0737167475735206,4.07793963596173,0.00589225589225589,5.3011199014969
"753","14","Jun","1985","Greek Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/greek-theatre-berkeley-ca-43d607c7.html",1985-06-14,"Greek Theatre","Berkeley","USA","CA","West",37.8736178,-122.2544468,19,0.0944495828285733,5.85327717060857e-45,0.0944495828285733,3.86788347364013,0.00754945286195286,5.04012933252186
"754","28","Apr","1985","Frost Amphitheatre, Stanford, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/frost-amphitheatre-stanford-ca-5bd607c0.html",1985-04-28,"Frost Amphitheatre","Stanford","USA","CA","West",37.4307223,-122.1660268,20,0.0398769475020554,4.29423462378191e-44,0.0398769475020554,4.59870764908104,0.00660248316498317,5.18127248376867
"755","27","Apr","1985","Frost Amphitheatre, Stanford, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/frost-amphitheatre-stanford-ca-53d607c1.html",1985-04-27,"Frost Amphitheatre","Stanford","USA","CA","West",37.4307223,-122.1660268,22,0.0235131005191402,2.30045337291907e-48,0.0235131005191402,5.04642361272896,0.00389309764309764,5.73755058958675
"756","14","Apr","1985","Irvine Meadows, Irvine, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/irvine-meadows-irvine-ca-4bd607c2.html",1985-04-14,"Irvine Meadows","Irvine","USA","CA","West",33.6874452,-117.7713542,22,0.0251926076990788,5.74841864674893e-52,0.0251926076990788,4.98794797469546,0.00389309764309764,5.73755058958675
"757","13","Apr","1985","Irvine Meadows, Irvine, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/irvine-meadows-irvine-ca-43d607c3.html",1985-04-13,"Irvine Meadows","Irvine","USA","CA","West",33.6874452,-117.7713542,18,0.0428955212173504,8.62999027031494e-40,0.0428955212173504,4.53686198442878,0.00662878787878788,5.17708529328128
"758","8","Apr","1985","The Spectrum, Philadelphia, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/the-spectrum-philadelphia-pa-5bd607cc.html",1985-04-08,"The Spectrum","Philadelphia","USA","PA","Northeast",40.0963492,-74.9758629,23,0.050135558925464,1.39906747974105e-57,0.050135558925464,4.40467381317753,0.0024726430976431,6.21556066893248
"759","7","Apr","1985","The Spectrum, Philadelphia, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/the-spectrum-philadelphia-pa-53d607cd.html",1985-04-07,"The Spectrum","Philadelphia","USA","PA","Northeast",40.0963492,-74.9758629,18,0.134405966481031,2.90266985708731e-43,0.134405966481031,3.568865251468,0.00662878787878788,5.17708529328128
"760","6","Apr","1985","The Spectrum, Philadelphia, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/the-spectrum-philadelphia-pa-4bd607ce.html",1985-04-06,"The Spectrum","Philadelphia","USA","PA","Northeast",40.0963492,-74.9758629,19,0.153073461825619,8.6388534998419e-39,0.153073461825619,3.45863734692274,0.00754945286195424,5.04012933252167
"761","4","Apr","1985","Providence Civic Center, Providence, RI, USA","http://www.setlist.fm/setlist/grateful-dead/1985/providence-civic-center-providence-ri-43d607cf.html",1985-04-04,"Providence Civic Center","Providence","USA","RI","Northeast",41.8236281,-71.4179556,22,0.0319106364188331,6.46235821815967e-49,0.0319106364188331,4.78759416533298,0.00389309764309764,5.73755058958675
"762","3","Apr","1985","Providence Civic Center, Providence, RI, USA","http://www.setlist.fm/setlist/grateful-dead/1985/providence-civic-center-providence-ri-5bd607c8.html",1985-04-03,"Providence Civic Center","Providence","USA","RI","Northeast",41.8236281,-71.4179556,20,0.0541187144670751,3.77875394841427e-46,0.0541187144670751,4.33987820168506,0.00660248316498317,5.18127248376867
"763","1","Apr","1985","Cumberland County Civic Center, Portland, ME, USA","http://www.setlist.fm/setlist/grateful-dead/1985/cumberland-county-civic-center-portland-me-53d607c9.html",1985-04-01,"Cumberland County Civic Center","Portland","USA","ME","Northeast",43.655522,-70.259255,19,0.0260550573320202,1.65875571144321e-40,0.0260550573320202,4.95941799858246,0.00754945286195303,5.04012933252184
"764","31","Mar","1985","Cumberland County Civic Center, Portland, ME, USA","http://www.setlist.fm/setlist/grateful-dead/1985/cumberland-county-civic-center-portland-me-4bd607ca.html",1985-03-31,"Cumberland County Civic Center","Portland","USA","ME","Northeast",43.655522,-70.259255,19,0.0260550573320202,1.00699657222278e-43,0.0260550573320202,4.95941799858246,0.00754945286195286,5.04012933252186
"765","29","Mar","1985","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1985/nassau-veterans-memorial-coliseum-uniondale-ny-43d607cb.html",1985-03-29,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,19,0.136789050993106,2.03823931574418e-45,0.136789050993106,3.55396925156512,0.00754945286195286,5.04012933252186
"766","28","Mar","1985","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1985/nassau-veterans-memorial-coliseum-uniondale-ny-5bd607d4.html",1985-03-28,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,18,0.120107459408581,2.06572961013275e-38,0.120107459408581,3.66419715611037,0.00662878787878817,5.17708529328123
"767","27","Mar","1985","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1985/nassau-veterans-memorial-coliseum-uniondale-ny-53d607d5.html",1985-03-27,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,17,0.0633900480211956,2.09471243742781e-38,0.0633900480211956,4.20585613577696,0.00349852693602694,5.85008571246051
"768","25","Mar","1985","Springfield Civic Center, Springfield, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/springfield-civic-center-springfield-ma-4bd607d6.html",1985-03-25,"Springfield Civic Center","Springfield","USA","MA","Northeast",42.102002,-72.5871329,19,0.0325688216650253,1.35098383646068e-42,0.0325688216650253,4.77029032125961,0.00754945286195286,5.04012933252186
"769","24","Mar","1985","Springfield Civic Center, Springfield, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/springfield-civic-center-springfield-ma-43d607d7.html",1985-03-24,"Springfield Civic Center","Springfield","USA","MA","Northeast",42.102002,-72.5871329,19,0.0325688216650253,1.166852813659e-40,0.0325688216650253,4.77029032125961,0.00754945286195303,5.04012933252184
"770","22","Mar","1985","Hampton Coliseum, Hampton, VA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/hampton-coliseum-hampton-va-5bd607d0.html",1985-03-22,"Hampton Coliseum","Hampton","USA","VA","South",37.0346863,-76.3812743,20,0.059815421253083,8.91953948465191e-45,0.059815421253083,4.25505140770495,0.00660248316498317,5.18127248376867
"771","21","Mar","1985","Hampton Coliseum, Hampton, VA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/hampton-coliseum-hampton-va-53d607d1.html",1985-03-21,"Hampton Coliseum","Hampton","USA","VA","South",37.0346863,-76.3812743,21,0.0533810930704805,8.41546030449915e-48,0.0533810930704805,4.35150963886255,0.00589225589225589,5.3011199014969
"772","13","Mar","1985","Berkeley Community Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/berkeley-community-theatre-berkeley-ca-4bd607d2.html",1985-03-13,"Berkeley Community Theatre","Berkeley","USA","CA","West",37.8684709,-122.2714371,17,0.0362228845835403,1.62339137388706e-36,0.0362228845835403,4.68016441644239,0.00349852693602894,5.85008571245991
"773","12","Mar","1985","Berkeley Community Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/berkeley-community-theatre-berkeley-ca-43d607d3.html",1985-03-12,"Berkeley Community Theatre","Berkeley","USA","CA","West",37.8684709,-122.2714371,17,0.0362228845835403,4.17139272716658e-36,0.0362228845835403,4.68016441644239,0.00349852693603215,5.85008571245894
"774","10","Mar","1985","Berkeley Community Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/berkeley-community-theatre-berkeley-ca-5bd607dc.html",1985-03-10,"Berkeley Community Theatre","Berkeley","USA","CA","West",37.8684709,-122.2714371,17,0.0362228845835403,4.64469551151936e-38,0.0362228845835403,4.68016441644239,0.00349852693602701,5.85008571246049
"775","9","Mar","1985","Berkeley Community Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/berkeley-community-theatre-berkeley-ca-53d607dd.html",1985-03-09,"Berkeley Community Theatre","Berkeley","USA","CA","West",37.8684709,-122.2714371,16,0.0187923235809344,3.49076359885382e-34,0.0187923235809344,5.23636979381216,0.00181502525255201,6.54115973904012
"776","20","Feb","1985","Henry J. Kaiser Convention Center, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/henry-j-kaiser-convention-center-oakland-ca-4bd607de.html",1985-02-20,"Henry J. Kaiser Convention Center","Oakland","USA","CA","West",37.7976288,-122.2615781,17,0.0513157531600155,2.26258746233865e-37,0.0513157531600155,4.38495339333651,0.00349852693602715,5.85008571246045
"777","19","Feb","1985","Henry J. Kaiser Convention Center, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/henry-j-kaiser-convention-center-oakland-ca-43d607df.html",1985-02-19,"Henry J. Kaiser Convention Center","Oakland","USA","CA","West",37.7976288,-122.2615781,16,0.0266224584063238,1.33947256584928e-35,0.0266224584063238,4.94115877070629,0.00181502525252598,6.54115973905521
"778","18","Feb","1985","Henry J. Kaiser Convention Center, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1985/henry-j-kaiser-convention-center-oakland-ca-5bd607d8.html",1985-02-18,"Henry J. Kaiser Convention Center","Oakland","USA","CA","West",37.7976288,-122.2615781,20,0.0968440153621344,9.73851246618688e-45,0.0968440153621344,3.84666444028868,0.00660248316498317,5.18127248376867
"779","31","Dec","1984","San Francisco Civic Auditorium, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1984/san-francisco-civic-auditorium-san-francisco-ca-53d607d9.html",1984-12-31,"San Francisco Civic Auditorium","San Francisco","USA","CA","West",37.7780122,-122.4172768,21,0.0279615249416802,4.53096569252686e-46,0.0279615249416802,4.89956533249955,0.00589225589225589,5.3011199014969
"780","29","Dec","1984","San Francisco Civic Auditorium, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1984/san-francisco-civic-auditorium-san-francisco-ca-4bd607da.html",1984-12-29,"San Francisco Civic Auditorium","San Francisco","USA","CA","West",37.7780122,-122.4172768,16,0.00861314830792829,1.57317424853368e-34,0.00861314830792829,5.89760143175955,0.00181502525255155,6.54115973904038
"781","28","Dec","1984","San Francisco Civic Auditorium, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1984/san-francisco-civic-auditorium-san-francisco-ca-43d607db.html",1984-12-28,"San Francisco Civic Auditorium","San Francisco","USA","CA","West",37.7780122,-122.4172768,22,0.0184745789793244,3.36764484418092e-53,0.0184745789793244,5.25082306498987,0.00389309764309764,5.73755058958675
"782","3","Nov","1984","Berkeley Community Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1984/berkeley-community-theatre-berkeley-ca-5bd607e4.html",1984-11-03,"Berkeley Community Theatre","Berkeley","USA","CA","West",37.8684709,-122.2714371,18,0.0686328339477606,6.73814908027172e-44,0.0686328339477606,4.1385054367758,0.00662878787878788,5.17708529328128
